,didok,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing_standort_bezeichnung,parkrail_app,parkrail_webshop,parkrail_lokal,parkrail_automat,bpuic,bezeichnung_offiziell,abkuerzung,lod,tu_nummer,meteo,plz,geopos.lon,geopos.lat,train_station_ids
0,10,,,,,,,,"Private Parkangebote: http://www.parkleitsystem-basel.ch/stadtplan.php<br>
3 E-Ladestationen vorhanden.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
104,217,28.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Olten Hammer Bahnhof,1.0,1.0,1.0,1.0,8500217,Olten Hammer,OLH,http://lod.opentransportdata.swiss/didok/8500217,11,https://meteo.sbb.ch/?didok=8500217,4600,7.897723971976288,47.34855515899256,/8500217/8500218
105,218,99.0,12.0,,1000.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Abonnente: Magnetkarten für die Schranke ist im Bahnreisezentrum Olten zu beziehen. <br> Weitere Parkplätze: Parking Neuhard,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ende Rampe Perron 1, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Olten, Aarburg, Dulliken, Obergösgen, Rickenbach, Starrkirch-Wil, Trimbach, Wangen, Winznau
Partner: Taxi A. Bur AG, Olten",,,,Immer genügend Veloabstellplätze verfügbar,,0.0,Velostation https://www.velostation.ch/de/velostationen/olten-2/  Mietveloausgabe nicht mehr vorhanden. Nur noch Rücknahme am POS möglich.,Olten Bahnhof,0.0,0.0,1.0,0.0,8500218,Olten,OL,http://lod.opentransportdata.swiss/didok/8500218,11,https://meteo.sbb.ch/?didok=8500218,4600,7.907699647912902,47.35193475927173,/8500218/8500217
106,220,,,,,,,,Keine Parkplätze vorhanden.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8500220,Dotzigen,DON,http://lod.opentransportdata.swiss/didok/8500220,11,https://meteo.sbb.ch/?didok=8500220,3293,7.3377542854417745,47.11867176921772,/8500220
107,221,49.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,0.0,8500221,Büren an der Aare,BUER,http://lod.opentransportdata.swiss/didok/8500221,11,https://meteo.sbb.ch/?didok=8500221,3294,7.371242830505614,47.1381571123965,/8500221
108,300,15.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Kaiseraugst Bahnhof,1.0,1.0,0.0,1.0,8500300,Kaiseraugst,KAU,http://lod.opentransportdata.swiss/didok/8500300,11,https://meteo.sbb.ch/?didok=8500300,4303,7.724135542431693,47.538495726663534,/8500300/8517131
109,301,47.0,7.0,70.0,700.0,07.00 - 19.00,07.00 - 19.00,07.00 - 19.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Rheinfelden Bahnhof,1.0,1.0,0.0,1.0,8500301,Rheinfelden,RF,http://lod.opentransportdata.swiss/didok/8500301,11,https://meteo.sbb.ch/?didok=8500301,4310,7.7921689011611495,47.55121403249838,/8500301/8014462
110,302,46.0,4.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Möhlin Bahnhof,1.0,1.0,1.0,1.0,8500302,Möhlin,MOE,http://lod.opentransportdata.swiss/didok/8500302,11,https://meteo.sbb.ch/?didok=8500302,4313,7.8338626581120545,47.56185846600758,/8500302
111,303,38.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8500303,Mumpf,MPF,http://lod.opentransportdata.swiss/didok/8500303,11,https://meteo.sbb.ch/?didok=8500303,4322,7.909624389373158,47.54762608945325,/8500303
112,304,15.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8500304,Eiken,EI,http://lod.opentransportdata.swiss/didok/8500304,11,https://meteo.sbb.ch/?didok=8500304,5074,7.989797553151228,47.533044273696234,/8500304
113,305,139.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Mit einer Monats- oder Jahresparkkarte P+R Frick kann wie folgt parkiert werden:<br> 
- Parkhaus Bahnhof (Tageskarte CHF 8.00, an der Parkkasse zu bezahlen)<br>
- SBB P+R-Anlage (Stunden- und Tageskarte auch in der P+Rail-App buchbar: ;Frick","<br>
- Parkplatz Blaie (Blaienweg, gegenüber Tierarztpraxis, ca 5 Minuten Fussweg / Stunden- und Tageskarten auch in der P+Rail-App buchbar: ;Frick (P+Rail Blaieweg)",<br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,,,1,,,1.0,0.0,8500305,Frick,FCK,http://lod.opentransportdata.swiss/didok/8500305,11,https://meteo.sbb.ch/?didok=8500305,5070,8.013092462834772,47.50734852393631,/8500305
114,309,80.0,12.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Brugg Bahnhof / Campus,1.0,1.0,1.0,1.0,8500309,Brugg AG,BG,http://lod.opentransportdata.swiss/didok/8500309,11,https://meteo.sbb.ch/?didok=8500309,5200,8.208844553488953,47.48085983498143,/8500309
116,310,8.0,0.0,0.0,0.0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8500310,Villnachern,VILL,http://lod.opentransportdata.swiss/didok/8500310,11,https://meteo.sbb.ch/?didok=8500310,5213,8.157629766308338,47.474321204769,
117,313,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8500313,Rheinfelden Augarten,RFAU,http://lod.opentransportdata.swiss/didok/8500313,11,https://meteo.sbb.ch/?didok=8500313,4310,7.768031874304914,47.545878234427136,/8500313
118,320,244.0,10.0,90.0,900.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,4 E-Ladestation von Alfen vorhanden. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8500320,Stein-Säckingen,STS,http://lod.opentransportdata.swiss/didok/8500320,11,https://meteo.sbb.ch/?didok=8500320,4332,7.948842873337899,47.541608260038224,/8500320
119,321,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8500321,Sisseln,SLN,http://lod.opentransportdata.swiss/didok/8500321,11,https://meteo.sbb.ch/?didok=8500321,5074,7.993095037017199,47.545636607410685,/8500304
120,322,38.0,7.0,70.0,700.0,,,,"Diese Parkkasse geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8500322,Laufenburg,LFG,http://lod.opentransportdata.swiss/didok/8500322,11,https://meteo.sbb.ch/?didok=8500322,5080,8.061296132912561,47.55976842294444,/8500322/8014468/8014469
121,329,113.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Aufgrund von Bahnersatz werden 16 Parkplätze (Nr 6, 35, 36, 102-114) vom 01.04.23 bis 28.10.23 gesperrt.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8500329,Koblenz,KB,http://lod.opentransportdata.swiss/didok/8500329,11,https://meteo.sbb.ch/?didok=8500329,5322,8.22704969737929,47.60033829869417,/8500329/8503411
122,1000,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501000,Zimeysa,ZIM,http://lod.opentransportdata.swiss/didok/8501000,11,https://meteo.sbb.ch/?didok=8501000,1217,6.065985348566103,46.22123959466549,/8501000/8501006
123,1001,84.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Im Rahmen von Bahnarbeiten und einem Busersatzverkehr vom 17.06. - 23.07.2023 werden 6 Parkplätze blockiert, damit der Bus wenden kann. <br> Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501001,La Plaine,LP,http://lod.opentransportdata.swiss/didok/8501001,11,https://meteo.sbb.ch/?didok=8501001,1283,5.9999927797413735,46.178665387113725,/8501001/8501019
124,1002,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8501002,Russin,RUS,http://lod.opentransportdata.swiss/didok/8501002,11,https://meteo.sbb.ch/?didok=8501002,1281,6.018035956624228,46.18839513072919,/8501002
125,1003,92.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Satigny Gare,1.0,1.0,0.0,1.0,8501003,Satigny,SY,http://lod.opentransportdata.swiss/didok/8501003,11,https://meteo.sbb.ch/?didok=8501003,1242,6.037665211701825,46.21422722553378,/8501003
126,1006,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501006,Meyrin,VM,http://lod.opentransportdata.swiss/didok/8501006,11,https://meteo.sbb.ch/?didok=8501006,1217,6.076900799007905,46.22233545183758,/8501006/8501000
127,1007,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501007,Vernier,COI,http://lod.opentransportdata.swiss/didok/8501007,11,https://meteo.sbb.ch/?didok=8501007,1214,6.093891707487848,46.22071869750248,/8501007/8501006
128,1008,,,,,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Parkhaus Cornavin im Untergeschoss des Bahnhofs, privat verwaltet und betrieben durch die Fondation des Parkings <br>.
Bedingungen und Tarife: https://www.geneve-parking.ch/fr/parkings/place-de-cornavin",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,http://www.velostation.ch/fr/velostations/geneve,Genève Les Grottes / Rue Fendt,0.0,0.0,1.0,1.0,8501008,Genève,GE,http://lod.opentransportdata.swiss/didok/8501008,11,https://meteo.sbb.ch/?didok=8501008,1201,6.142451595144952,46.21021289875746,/8501008
130,1011,8.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501011,Les Tuileries,TUI,http://lod.opentransportdata.swiss/didok/8501011,11,https://meteo.sbb.ch/?didok=8501011,1293,6.147337458926192,46.24994634594036,/8501011/8501020/8501021
131,1012,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501012,Creux-de-Genthod,CRGD,http://lod.opentransportdata.swiss/didok/8501012,11,https://meteo.sbb.ch/?didok=8501012,1294,6.161312310715752,46.2637677584213,/8501012/8501021
132,1013,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501013,Pont-Céard,PTC,http://lod.opentransportdata.swiss/didok/8501013,11,https://meteo.sbb.ch/?didok=8501013,1290,6.162779285034656,46.286817385941475,/8501013/8501022
133,1014,22.0,0.0,0.0,0.0,,,,"5 SBB-Gratisparkplätze nördlich der Gleise <br>
15 PP mit Vignette der Gemeinde südlich der Gleise (Gemeindeparkplatz).",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501014,Mies,MIES,http://lod.opentransportdata.swiss/didok/8501014,11,https://meteo.sbb.ch/?didok=8501014,1295,6.167654650769352,46.29848883327671,/8501014/8501013/8501015
134,1015,16.0,5.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8501015,Tannay,TAN,http://lod.opentransportdata.swiss/didok/8501015,11,https://meteo.sbb.ch/?didok=8501015,1295,6.181120364557776,46.3076451448833,/8501015/8501023/8501014
135,1016,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501016,Founex,FOU,http://lod.opentransportdata.swiss/didok/8501016,11,https://meteo.sbb.ch/?didok=8501016,1297,6.194383368544969,46.328783612396904,/8501023
136,1017,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501017,Crans VD,CRA,http://lod.opentransportdata.swiss/didok/8501017,11,https://meteo.sbb.ch/?didok=8501017,1299,6.212464218089287,46.35874979020701,
137,1020,6.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501020,Chambésy,CHY,http://lod.opentransportdata.swiss/didok/8501020,11,https://meteo.sbb.ch/?didok=8501020,1292,6.14730432070269,46.24094485508294,/8501020/8501011
138,1021,70.0,,,,,,,Anlage auf Gemeindegebiet. 70 kostenpflichtige Parkplätze.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501021,Genthod-Bellevue,GDBE,http://lod.opentransportdata.swiss/didok/8501021,11,https://meteo.sbb.ch/?didok=8501021,1294,6.1539607925701025,46.25673767556866,/8501021/8501011/8501012
139,1022,20.0,7.0,70.0,700.0,,,,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Versoix Gare,0.0,0.0,0.0,0.0,8501022,Versoix,VSX,http://lod.opentransportdata.swiss/didok/8501022,11,https://meteo.sbb.ch/?didok=8501022,1290,6.165741292020819,46.27972718493062,/8501022/8501013
140,1023,140.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501023,Coppet,COP,http://lod.opentransportdata.swiss/didok/8501023,11,https://meteo.sbb.ch/?didok=8501023,1296,6.187827380950367,46.3173935707457,/8501023/8501015
141,1024,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501024,Céligny,CEL,http://lod.opentransportdata.swiss/didok/8501024,11,https://meteo.sbb.ch/?didok=8501024,1298,6.2000871725455475,46.347974588780836,
142,1026,290.0,35.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Verkauf nur im Reisezentrum Genf Flughafen (keine SBB P+Rail-Anlage, privater Parkplatzanbieter)<br>
Abos für Inhaber eines GA oder Streckenabos Genf-Morges und weiter.<br>
Monatsabo von CHF 300.– bis CHF 450.– (je nach Anzahl Parkstunden).<br>
Jahresabo von CHF 3000.– bis CHF 4500.– (je nach Anzahl Parkstunden).",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Genève Aéroport Gare,0.0,0.0,1.0,1.0,8501026,Genève-Aéroport,GEAP,http://lod.opentransportdata.swiss/didok/8501026,11,https://meteo.sbb.ch/?didok=8501026,1218,6.1119855726001555,46.232538534386,/8501026
143,1030,101.0,12.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Nyon Gare,1.0,0.0,1.0,1.0,8501030,Nyon,NY,http://lod.opentransportdata.swiss/didok/8501030,11,https://meteo.sbb.ch/?didok=8501030,1260,6.235966130629615,46.384418967533556,/8501030/8501059
144,1031,164.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Gland Gare,1.0,1.0,1.0,1.0,8501031,Gland,GLA,http://lod.opentransportdata.swiss/didok/8501031,11,https://meteo.sbb.ch/?didok=8501031,1196,6.269139833631342,46.4199864712422,/8501031
145,1032,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501032,Gilly-Bursinel,GIBU,http://lod.opentransportdata.swiss/didok/8501032,11,https://meteo.sbb.ch/?didok=8501032,1195,6.3063632559594724,46.44506815502151,
146,1033,115.0,7.0,70.0,700.0,,,,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Rolle Gare,0.0,0.0,0.0,0.0,8501033,Rolle,ROL,http://lod.opentransportdata.swiss/didok/8501033,11,https://meteo.sbb.ch/?didok=8501033,1180,6.336403807618891,46.46274581604103,/8501033
147,1034,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501034,Perroy,PER,http://lod.opentransportdata.swiss/didok/8501034,11,https://meteo.sbb.ch/?didok=8501034,1166,6.3629922603816125,46.47123185896836,
148,1035,88.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501035,Allaman,ALL,http://lod.opentransportdata.swiss/didok/8501035,11,https://meteo.sbb.ch/?didok=8501035,1165,6.3996970797473365,46.47575352079985,/8501035
149,1036,60.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Anlage auf Gemeindegebiet, Monats- und Jahresabos sind im P+R Bahnhof oder Glapin gültig, kein Aboverkauf bei der Gemeinde.  <br> Verkauf von Abos und Tageskarten an den SBB Bahnhöfen mit Schalter.",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501036,St-Prex,STP,http://lod.opentransportdata.swiss/didok/8501036,11,https://meteo.sbb.ch/?didok=8501036,1162,6.455906017304929,46.482316906306146,/8501036
150,1037,282.0,30.0,170.0,1800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Die Abonnements werden direkt von Parking Management Service SA https://www.pms-parkings.ch verwaltet.,Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: St. Prex, Tolochenaz, Lonay, Préverenges, Denges, Echandens, Monnaz, Vuflens-Château, Echichens.

RailTaxi-Partner: Taxi Direct Morges St-Prex Sàrl, St-Prex",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,1.0,8501037,Morges,MOR,http://lod.opentransportdata.swiss/didok/8501037,11,https://meteo.sbb.ch/?didok=8501037,1110,6.4939695006352895,46.51110119786617,/8501037/8501054/8501090/8501047
151,1040,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501040,Prangins,PRN,http://lod.opentransportdata.swiss/didok/8501040,11,https://meteo.sbb.ch/?didok=8501040,1197,6.244980948432412,46.396004406420005,/8501059/8501030
152,1042,3.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501042,Etoy,ETOY,http://lod.opentransportdata.swiss/didok/8501042,11,https://meteo.sbb.ch/?didok=8501042,1163,6.4271353555589625,46.47517274137139,/8501042
153,1045,13.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8501045,Denges-Echandens,DEN,http://lod.opentransportdata.swiss/didok/8501045,11,https://meteo.sbb.ch/?didok=8501045,1026,6.540505481883313,46.52912709914963,/8501045
154,1046,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8501046,Tolochenaz,TOL,http://lod.opentransportdata.swiss/didok/8501046,11,https://meteo.sbb.ch/?didok=8501046,1131,6.475008978773487,46.49684009504625,/8501054/8501090
155,1047,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501047,Morges-St-Jean,STJ,http://lod.opentransportdata.swiss/didok/8501047,11,https://meteo.sbb.ch/?didok=8501047,1110,6.508044032907726,46.51819536285379,/8501047/8501048/8501037
156,1048,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8501048,Lonay-Préverenges,LON,http://lod.opentransportdata.swiss/didok/8501048,11,https://meteo.sbb.ch/?didok=8501048,1027,6.519544736654459,46.52313562904885,/8501048/8501047
157,1103,176.0,8.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,An den Parkautomaten kann mit Kreditkarte bezahlt werden. <br>  <br>  Zone Güterschuppen CHF 4/40/400.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8501103,Vallorbe,VAL,http://lod.opentransportdata.swiss/didok/8501103,11,https://meteo.sbb.ch/?didok=8501103,1337,6.370565635407373,46.712406324301625,/8501103
158,1104,20.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8501104,Le Day,DAY,http://lod.opentransportdata.swiss/didok/8501104,11,https://meteo.sbb.ch/?didok=8501104,1337,6.399023786518675,46.72003152823097,/8501104
